,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
2683,SD01,5339,2,3,11,83,5,23,CCW3A89,42,93.98,2.553,74.888,28.1942,237.6791,38.1,9055.572,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2787,SD01,5569,3,6,22,83,10,24,CCW3A89,47,96.52,2.388,73.048,27.5817,248.1114,34.9,8659.089,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2891,SD01,5771,4,6,30,83,13,23,CCW3A89,42,88.9,2.052,75.808,32.4772,221.6873,28.5,6318.088,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,LIN00,5180,1,7,7,84,7,2,CCW3A90,16,93.98,3.289,76.176,47.5941,342.5413,20.2,6919.333,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
188,LIN00,5268,2,5,13,84,13,12,CCW3A90,13,99.06,3.141,76.544,38.252,354.27,23.73,8406.827,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
292,LIN00,5322,3,2,18,84,18,13,CCW3A90,11,91.44,3.252,77.096,35.5606,346.8459,26.4,9156.732,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
396,LIN00,5510,4,8,32,84,32,7,CCW3A90,16,96.52,2.899,77.096,31.6016,373.4226,24.6,9186.195,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
500,LIN01,5107,1,1,1,84,1,7,CCW3A90,19,96.52,4.672,80.224,35.0321,476.3343,28,13337.359,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
604,LIN01,5349,2,4,12,84,6,4,CCW3A90,22,93.98,4.682,79.488,35.6574,454.3866,28.9,13131.774,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
708,LIN01,5565,3,5,21,84,11,13,CCW3A90,24,93.98,3.902,79.304,31.724,556.5604,22.1,12299.986,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
812,LIN01,5742,4,4,28,84,14,11,CCW3A90,22,96.52,4.881,80.408,33.5612,494.6712,29.4,14543.332,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
916,LIN99,5184,1,1,1,84,4,21,CCW3A90,31,114.3,2.265,75.072,36.0789,330.74,19,6284.06,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1020,LIN99,5375,2,1,2,84,7,23,CCW3A90,31,114.3,2.201,74.52,37.7054,260.8702,22.4,5843.493,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1124,LIN99,5575,3,1,3,84,11,23,CCW3A90,-,111.76,2.187,75.072,30.9706,346.6057,20.4,7070.756,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1228,LIN99,5765,4,1,4,84,15,13,CCW3A90,-,106.68,1.636,73.968,36.1343,160.1981,28.3,4533.607,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1332,MD00,5107,1,1,1,84,1,7,CCW3A90,18,134.62,3.538,78.384,33.375,510.2442,20.8,10613.079,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1436,MD00,5286,2,7,15,84,8,23,CCW3A90,18,127,3.249,77.188,34.1758,371.794,25.6,9517.926,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1540,MD00,5405,3,8,24,84,12,8,CCW3A90,22,121.92,1.72,77.096,30.6462,202.884,27.7,5619.886,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1644,MD00,5492,4,7,31,84,16,25,CCW3A90,16,119.38,2.815,77.648,38.1078,221.4717,33.4,7397.153,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1748,MD01,5201,1,8,8,84,4,4,CCW3A90,26,101.6,4.803,79.304,34.5396,500.2658,27.8,13907.389,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1852,MD01,5317,2,2,10,84,5,17,CCW3A90,31,109.22,4.585,79.12,35.9387,488.7956,26.1,12757.566,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
1956,MD01,5570,3,6,22,84,11,18,CCW3A90,34,119.38,4.612,79.672,34.2407,415.7034,32.4,13468.791,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2060,MD01,5753,4,5,29,84,15,1,CCW3A90,26,106.68,5.069,79.856,34.8164,477.3797,30.5,14560.081,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2164,SD00,5195,1,8,8,84,4,10,CCW3A90,32,106.68,4.159,79.304,28.3413,706.4333,20.8,14693.812,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2268,SD00,5207,2,1,9,84,5,3,CCW3A90,30,104.14,4.643,78.936,28.6606,733.9463,22.1,16220.213,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2372,SD00,5387,3,7,23,84,12,26,CCW3A90,30,96.52,3.118,76.912,28.973,485.329,22.2,10774.304,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2476,SD00,5480,4,6,30,84,15,16,CCW3A90,32,91.44,3.047,76.912,26.7725,540.0948,21.1,11396.001,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2580,SD01,5190,1,7,7,84,3,30,CCW3A90,46,101.6,2.842,73.416,23.1865,317.5908,38.6,12259.007,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2684,SD01,5352,2,4,12,84,6,25,CCW3A90,43,99.06,2.63,76.176,29.9754,309,28.4,8775.599,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2788,SD01,5553,3,5,21,84,9,21,CCW3A90,46,96.52,2.486,73.968,28.939,249.7109,34.4,8590.055,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
2892,SD01,5780,4,7,31,84,14,29,CCW3A90,46,99.06,2.701,75.992,30.7762,248.6338,35.3,8776.772,-1,1,1,1,-1,.,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
85,LIN00,5201,1,8,8,85,8,4,CCW3A91,17,101.6,3.393,76.176,32.5481,501.842,20.8,10438.314,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
189,LIN00,5260,2,5,13,85,13,4,CCW3A91,13,104.14,3.648,76.912,34.5811,475.8528,22.2,10563.931,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
293,LIN00,5327,3,2,18,85,18,8,CCW3A91,16,99.06,2.909,76.728,28.8317,500.1852,20.2,10103.741,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
397,LIN00,5424,4,1,25,85,25,12,CCW3A91,16,93.98,3.443,76.728,30.9822,494.6102,22.5,11128.73,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
501,LIN01,5178,1,6,6,85,3,26,CCW3A91,21,99.06,4.874,81.144,36.1864,482.7845,27.9,13469.689,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
605,LIN01,5304,2,1,9,85,5,4,CCW3A91,22,104.14,4.803,80.408,33.1854,479.3008,30.2,14474.883,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
709,LIN01,5546,3,4,20,85,10,7,CCW3A91,20,93.98,3.989,80.592,35.6689,381.7343,29.3,11184.814,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
813,LIN01,5729,4,3,27,85,14,24,CCW3A91,23,93.98,4.312,80.592,32.754,530.8916,24.8,13166.112,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
917,LIN99,5185,1,1,1,85,4,20,CCW3A91,31,111.76,1.808,75.256,37.5143,196.9037,24.5,4824.14,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1021,LIN99,5400,2,1,2,85,8,5,CCW3A91,31,111.76,1.677,75.808,36.0097,225.1881,20.7,4661.394,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1125,LIN99,5571,3,1,3,85,11,19,CCW3A91,-,114.3,1.754,75.256,37.2673,233.2519,20.2,4711.688,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1229,LIN99,5714,4,1,4,85,13,14,CCW3A91,-,111.76,1.858,75.072,39.565,191.1229,24.6,4701.623,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1333,MD00,5111,1,1,1,85,1,11,CCW3A91,19,129.54,3.44,76.452,36.366,357.4312,26.5,9471.926,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1437,MD00,5308,2,8,16,85,8,1,CCW3A91,20,132.08,4.304,78.936,37.245,388.2394,29.8,11569.534,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1541,MD00,5345,3,3,19,85,10,16,CCW3A91,20,134.62,3.148,76.268,35.2941,291.8436,30.6,8930.414,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1645,MD00,5473,4,5,29,85,15,9,CCW3A91,18,119.38,2.691,74.704,33.4148,597.302,13.5,8063.578,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1749,MD01,5183,1,7,7,85,4,22,CCW3A91,32,114.3,4.447,79.488,33.1205,404.4185,33.2,13426.695,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1853,MD01,5359,2,5,13,85,7,7,CCW3A91,31,111.76,4.178,79.304,35.102,418.716,31,12980.196,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
1957,MD01,5593,3,8,24,85,12,12,CCW3A91,27,99.06,4.4,79.12,35.9211,439.0234,27.9,12248.752,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2061,MD01,5711,4,1,25,85,13,11,CCW3A91,30,109.22,4.131,79.672,36.2645,412.7071,27.6,11390.717,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2165,SD00,5141,1,4,4,85,2,12,CCW3A91,31,111.76,4.159,79.672,30.8251,605.8225,22.3,13509.843,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2269,SD00,5206,2,1,9,85,5,2,CCW3A91,32,99.06,4.209,78.752,28.2621,723.9577,20.6,14913.528,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2373,SD00,5321,3,1,17,85,9,13,CCW3A91,29,109.22,4.307,79.12,30.4039,698.7091,20.3,14183.795,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2477,SD00,5421,4,1,25,85,13,9,CCW3A91,32,111.76,4.132,78.2,28.6143,688.5527,21,14459.608,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2581,SD01,5144,1,4,4,85,2,17,CCW3A91,43,96.52,2.213,73.048,27.8351,279.0119,28.5,7951.84,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2685,SD01,5316,2,2,10,85,4,1,CCW3A91,47,81.28,1.47,66.608,23.7217,200.545,30.9,6196.84,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2789,SD01,5543,3,4,20,85,9,11,CCW3A91,47,99.06,2.089,71.76,27.3597,208.041,36.7,7635.105,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
2893,SD01,5804,4,8,32,85,14,5,CCW3A91,47,96.52,1.48,67.344,19.9896,256.2032,28.9,7404.274,-1,1,1,1,1,1,.,-1,.,1,-1,-1,-1,-1,1,-1,-1,-1,-1
87,LIN00,5156,1,5,5,87,5,4,CCW3A93,15,91.44,3.669,75.992,25.4837,783.3876,18.4,14414.333,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
191,LIN00,5226,2,2,10,87,10,5,CCW3A93,15,96.52,3.232,76.728,31.8162,549.7802,18.5,10170.934,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
295,LIN00,5361,3,5,21,87,21,1,CCW3A93,15,101.6,3.729,75.44,30.2632,590.3326,20.9,12337.951,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
399,LIN00,5491,4,7,31,87,31,1,CCW3A93,18,101.6,3.215,76.36,33.6032,380.1591,25.2,9580.009,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
503,LIN01,5180,1,7,7,87,4,25,CCW3A93,20,99.06,4.672,81.144,33.6224,485.8946,28.6,13896.586,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
607,LIN01,5396,2,8,16,87,8,9,CCW3A93,22,101.6,5.244,80.776,35.8504,533.8709,27.4,14628.064,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
711,LIN01,5525,3,2,18,87,9,25,CCW3A93,21,101.6,5.103,81.328,35.6528,496.9744,28.8,14312.863,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
815,LIN01,5725,4,2,26,87,13,25,CCW3A93,20,91.44,4.507,81.144,37.2724,451.2499,26.8,12093.497,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
919,LIN99,5187,1,1,1,87,4,18,CCW3A93,29,109.22,1.909,75.808,36.162,244.611,21.6,5283.598,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1023,LIN99,5318,2,1,2,87,5,18,CCW3A93,28,116.84,2.439,76.36,34.8528,264.4156,26.5,7007.012,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1127,LIN99,5601,3,1,3,87,12,4,CCW3A93,-,116.84,2.281,75.808,37.8522,262.3526,23,6034.11,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1231,LIN99,5786,4,1,4,87,16,19,CCW3A93,-,111.76,1.687,74.704,36.2294,213.8065,21.8,4660.982,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1335,MD00,5163,1,5,5,87,3,11,CCW3A93,19,132.08,3.302,75.256,33.755,393.4143,24.9,9796.015,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1439,MD00,5260,2,5,13,87,7,4,CCW3A93,17,132.08,4.532,78.844,35.0805,868.148,14.9,12935.405,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1543,MD00,5338,3,3,19,87,10,23,CCW3A93,21,124.46,3.312,78.752,34.4732,322.8598,29.8,9621.221,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1647,MD00,5431,4,2,26,87,13,19,CCW3A93,22,124.46,3.316,76.82,31.2593,327.8142,32.4,10621.18,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1751,MD01,5102,1,1,1,87,1,2,CCW3A93,27,104.14,4.299,79.12,34.3133,503.1575,24.9,12528.621,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1855,MD01,5396,2,8,16,87,8,9,CCW3A93,31,109.22,5.305,79.856,35.0677,465.4526,32.5,15127.209,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1959,MD01,5578,3,6,22,87,11,26,CCW3A93,37,116.84,4.417,79.672,35.1287,414.9485,30.3,12572.939,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2063,MD01,5706,4,1,25,87,13,6,CCW3A93,30,106.68,4.797,79.856,35.8982,400.0688,33.4,13362.297,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2167,SD00,5202,1,8,8,87,4,3,CCW3A93,29,109.22,4.932,78.568,32.0495,694.0415,22.2,15407.722,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2271,SD00,5243,2,3,11,87,6,14,CCW3A93,30,106.68,4.908,80.04,31.2156,722.1982,21.8,15743.92,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2375,SD00,5404,3,8,24,87,12,9,CCW3A93,31,109.22,4.596,78.016,25.5768,746.5481,24.1,17991.808,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2479,SD00,5435,4,2,26,87,13,23,CCW3A93,31,91.44,3.464,77.28,27.1422,550.7561,23.2,12777.54,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2583,SD01,5187,1,7,7,87,3,27,CCW3A93,47,96.52,2.408,72.496,21.7799,264.5545,41.8,11058.376,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2687,SD01,5313,2,1,9,87,4,4,CCW3A93,43,78.74,1.524,67.16,20.3046,248.5023,30.2,7504.769,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2791,SD01,5541,3,4,20,87,9,9,CCW3A93,47,91.44,2.055,71.576,27.1423,291.2429,26,7572.316,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
2895,SD01,5757,4,5,29,87,13,9,CCW3A93,46,93.98,2.244,73.784,26.259,257.3613,33.2,8544.396,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
88,LIN00,5188,1,7,7,88,7,10,CCW3A94,17,99.06,3.934,75.44,33.0866,515.3797,23.1,11905.272,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,LIN00,5278,2,6,14,88,14,5,CCW3A94,16,104.14,2.909,76.176,32.457,482.5374,18.6,8975.197,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,LIN00,5365,3,5,21,88,21,5,CCW3A94,14,104.14,3.265,75.992,24.4354,640.2281,20.9,13380.767,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,LIN00,5486,4,6,30,88,30,5,CCW3A94,15,106.68,3.86,76.912,35.5042,461.2774,23.6,10886.146,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504,LIN01,5104,1,1,1,88,1,4,CCW3A94,24,91.44,5.13,79.672,34.7186,561.8053,26.3,14775.479,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
608,LIN01,5327,2,3,11,88,6,26,CCW3A94,23,109.22,4.383,79.488,35.1391,413.0299,30.2,12473.503,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
712,LIN01,5557,3,5,21,88,11,5,CCW3A94,24,93.98,4.568,79.488,31.5035,503.4811,28.8,14500.255,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
816,LIN01,5708,4,1,25,88,13,8,CCW3A94,22,96.52,4.598,80.224,34.6974,581.2613,22.8,13252.759,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
920,LIN99,5188,1,1,1,88,4,17,CCW3A94,31,111.76,1.865,75.808,37.5927,180.5888,27.5,4966.191,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1024,LIN99,5373,2,1,2,88,7,21,CCW3A94,31,114.3,1.942,74.888,36.2837,257.6249,20.8,5358.597,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1128,LIN99,5503,3,1,3,88,9,3,CCW3A94,-,114.3,1.495,74.152,36.5123,201.957,20.3,4099.727,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1232,LIN99,5741,4,1,4,88,14,12,CCW3A94,-,106.68,1.777,75.072,39.4181,194.5836,23.2,4514.34,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1336,MD00,5147,1,4,4,88,2,6,CCW3A94,20,134.62,4.337,79.212,35.417,521.7719,23.5,12261.639,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1440,MD00,5294,2,7,15,88,8,15,CCW3A94,20,134.62,3.242,75.256,35.9664,302.8641,29.8,9025.352,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1544,MD00,5324,3,2,18,88,9,16,CCW3A94,19,132.08,3.83,76.084,38.3377,649.5204,15.4,10002.614,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1648,MD00,5499,4,7,31,88,16,18,CCW3A94,19,111.76,2.58,74.152,34.7003,187.5307,39.7,7444.969,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1752,MD01,5174,1,6,6,88,3,22,CCW3A94,30,104.14,3.031,78.936,32.3686,319.5711,29.3,9363.434,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1856,MD01,5343,2,4,12,88,6,10,CCW3A94,31,109.22,4.134,79.856,35.4373,418.1399,27.9,11666.104,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1960,MD01,5600,3,8,24,88,12,5,CCW3A94,33,114.3,4.669,79.488,34.4716,452.993,29.9,13544.491,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2064,MD01,5801,4,8,32,88,16,4,CCW3A94,33,116.84,4.369,80.408,35.5909,372.0407,33,12277.343,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2168,SD00,5152,1,4,4,88,2,1,CCW3A94,33,111.76,4.586,78.016,27.5905,717.3302,23.2,16642.061,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2272,SD00,5290,2,7,15,88,8,19,CCW3A94,32,116.84,4.146,79.304,30.5243,509.3213,26.7,13598.879,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2376,SD00,5349,3,4,20,88,10,12,CCW3A94,32,106.68,4.233,78.936,26.8708,754.7059,20.9,15773.354,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2480,SD00,5478,4,6,30,88,15,14,CCW3A94,32,96.52,3.232,77.096,27.8638,451.8931,25.7,11613.653,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2584,SD01,5129,1,3,3,88,1,29,CCW3A94,47,96.52,2.365,71.944,24.6356,279.8549,34.3,9599.023,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2688,SD01,5403,2,8,16,88,7,27,CCW3A94,46,96.52,2.91,75.256,29.4157,287.5496,34.4,9891.707,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2792,SD01,5531,3,3,19,88,8,2,CCW3A94,46,88.9,1.621,68.08,22.9096,213.1695,33.2,7077.227,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2896,SD01,5728,4,3,27,88,12,21,CCW3A94,46,99.06,2.26,73.6,27.5042,231.5132,35.5,8218.72,-1,1,1,1,1,1,.,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,LIN00,5151,1,4,4,89,4,2,CCW3A95,13,91.44,3.319,75.624,34.0133,432.3489,22.6,9771.085,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
193,LIN00,5299,2,8,16,89,16,10,CCW3A95,15,83.82,2.738,75.624,34.484,318.0052,25,7950.131,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
297,LIN00,5391,3,7,23,89,23,5,CCW3A95,15,93.98,3.474,76.544,26.3144,681.3325,19.4,13217.85,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
401,LIN00,5504,4,8,32,89,32,13,CCW3A95,16,93.98,3.302,77.832,34.9965,333.8698,28.3,9448.517,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
505,LIN01,5160,1,5,5,89,3,8,CCW3A95,22,101.6,4.689,80.04,35.8162,481.3367,27.2,13092.358,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
609,LIN01,5401,2,8,16,89,8,4,CCW3A95,22,93.98,4.955,80.224,34.8007,489.2786,29.1,14238.008,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
713,LIN01,5596,3,8,24,89,12,9,CCW3A95,20,88.9,4.827,80.592,33.7917,595.2033,24,14284.88,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
817,LIN01,5757,4,5,29,89,15,5,CCW3A95,20,96.52,5.153,80.776,37.4708,501.9373,27.4,13753.083,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
921,LIN99,5189,1,1,1,89,4,16,CCW3A95,28,106.68,2.486,75.624,35.9745,294.4447,23.5,6919.451,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1025,LIN99,5353,2,1,2,89,7,1,CCW3A95,28,119.38,2.349,75.072,34.7621,328.3506,20.6,6764.022,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1129,LIN99,5580,3,1,3,89,12,25,CCW3A95,-,114.3,2.759,74.704,36.9083,326.7518,22.9,7482.616,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
