,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
1981,MD01,5703,4,1,25,5,13,3,CCW3A05,28,101.6,3.683,77.648,37.6658,257.3462,38,9779.156,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2085,SD00,5127,1,3,3,5,2,26,CCW3A05,30,109.22,4.324,78.016,30.9607,610.6138,22.9,13983.056,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2189,SD00,5302,2,8,16,5,8,7,CCW3A05,29,104.14,4.045,78.016,31.668,530.6674,24.1,12789.085,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2293,SD00,5358,3,4,20,5,10,3,CCW3A05,29,109.22,4.25,76.912,30.6276,708.8535,19.6,13893.529,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2397,SD00,5516,4,8,32,5,16,1,CCW3A05,30,101.6,3.709,76.728,28.156,605.0294,21.8,13189.641,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2501,SD01,5202,1,8,8,5,4,19,CCW3A05,42,96.52,2.499,75.808,28.0759,241.2478,36.9,8902.044,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2605,SD01,5377,2,6,14,5,7,1,CCW3A05,42,91.44,1.739,68.264,22.8378,294.0154,25.9,7614.999,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2709,SD01,5525,3,2,18,5,8,8,CCW3A05,42,91.44,1.927,71.024,24.8893,285.7636,27.1,7744.195,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2813,SD01,5748,4,4,28,5,12,1,CCW3A05,43,86.36,1.709,69.184,22.9717,233.9256,31.8,7438.835,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,LIN00,5129,1,3,3,6,3,3,CCW3A06,16,101.6,2.933,76.912,29.872,599.4336,16.4,9830.712,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,LIN00,5300,2,8,16,6,16,9,CCW3A06,16,96.52,3.097,76.176,31.0677,397.7242,25.1,9982.877,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,LIN00,5344,3,3,19,6,19,10,CCW3A06,17,104.14,2.547,76.728,32.7851,321.3744,24.2,7777.261,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,LIN00,5447,4,3,27,6,27,9,CCW3A06,16,101.6,3.558,76.544,33.3358,394.3212,27.1,10686.106,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
422,LIN01,5186,1,7,7,6,4,19,CCW3A06,23,109.22,4.036,79.856,33.2903,434.6036,27.9,12125.441,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
526,LIN01,5348,2,4,12,6,6,5,CCW3A06,22,104.14,4.746,79.856,34.424,487.2066,28.3,13787.948,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,LIN01,5535,3,3,19,6,10,18,CCW3A06,22,99.06,4.42,80.04,33.25,488.7301,27.2,13293.46,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
734,LIN01,5743,4,4,28,6,14,10,CCW3A06,23,96.52,4.729,79.672,30.8333,491.637,31.2,15339.074,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
838,LIN99,5106,1,1,1,6,1,6,CCW3A06,31,111.76,1.25,75.808,36.0476,231.7791,26.1,6049.436,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
942,LIN99,5378,2,1,2,6,7,26,CCW3A06,31,114.3,1.569,75.44,38.8601,166.357,24.3,4042.476,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1046,LIN99,5584,3,1,3,6,12,21,CCW3A06,-,111.76,2.315,74.888,36.8026,276.2103,22.8,6297.594,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1150,LIN99,5781,4,1,4,6,16,24,CCW3A06,-,114.3,1.452,73.784,32.4802,252.7701,17.7,4474.031,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1254,MD00,5133,1,3,3,6,2,20,CCW3A06,20,129.54,3.312,76.544,34.0268,435.1533,22.4,9747.434,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1358,MD00,5279,2,6,14,6,7,23,CCW3A06,17,132.08,3.729,78.2,36.1667,391.0613,26.4,10324.019,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1462,MD00,5323,3,2,18,6,9,15,CCW3A06,19,132.08,3.894,75.9,34.2191,640.0725,17.8,11393.29,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1566,MD00,5418,4,1,25,6,13,6,CCW3A06,20,132.08,3.148,78.66,36.0872,237.9878,36.7,8734.153,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1670,MD01,5204,1,8,8,6,4,1,CCW3A06,32,111.76,5.059,79.856,35.1882,500.9608,28.7,14377.576,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1774,MD01,5329,2,3,11,6,6,24,CCW3A06,30,106.68,4.104,79.672,36.529,407.0497,27.6,11234.572,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1878,MD01,5551,3,4,20,6,10,2,CCW3A06,37,114.3,4.366,78.384,31.4528,436.5381,31.8,13881.911,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1982,MD01,5803,4,8,32,6,16,2,CCW3A06,33,111.76,4.208,80.04,36.3822,332.3714,34.8,11566.524,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2086,SD00,5105,1,1,1,6,1,5,CCW3A06,32,109.22,4.814,78.752,29.6987,679.1168,23.9,16230.893,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2190,SD00,5280,2,6,14,6,7,24,CCW3A06,31,109.22,4.169,78.2,27.477,635.6808,23.9,15192.77,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2294,SD00,5373,3,5,21,6,11,13,CCW3A06,31,106.68,4.398,78.2,31.0528,576.4179,24.6,14179.88,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2398,SD00,5464,4,4,28,6,14,1,CCW3A06,29,109.22,3.897,76.544,27.7757,656.4679,21.4,14048.413,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2502,SD01,5148,1,4,4,6,2,13,CCW3A06,43,99.06,2.617,76.176,29.6854,291.9198,30.2,8815.979,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2606,SD01,5333,2,3,11,6,5,17,CCW3A06,42,93.98,2.469,74.52,26.2082,297.1898,31.7,9420.916,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2710,SD01,5600,3,8,24,6,11,8,CCW3A06,47,101.6,1.806,67.896,21.3139,214.5597,39.5,8475.107,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2814,SD01,5710,4,1,25,6,11,22,CCW3A06,43,96.52,2.146,73.048,23.0947,293.4537,31.67,9292.701,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,LIN00,5135,1,3,3,7,3,9,CCW3A07,16,101.6,3.269,76.36,32.6415,472.9781,21.2,10027.136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,LIN00,5271,2,6,14,7,14,12,CCW3A07,11,101.6,3.433,76.36,34.3681,549.6141,18.2,10002.977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215,LIN00,5369,3,5,21,7,21,9,CCW3A07,17,99.06,2.835,76.36,32.6483,368.4717,23.6,8695.932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
319,LIN00,5476,4,5,29,7,29,12,CCW3A07,17,93.98,3.39,77.096,31.9827,459.408,23.1,10612.326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
423,LIN01,5204,1,8,8,7,4,1,CCW3A07,22,73.66,4.624,80.224,34.4216,493.9824,27.3333,13502.184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
527,LIN01,5398,2,8,16,7,8,7,CCW3A07,22,93.98,4.817,80.408,37.248,517.2903,25,12932.258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,LIN01,5555,3,5,21,7,11,3,CCW3A07,22,93.98,4.753,80.04,35.5596,482.5477,27.7,13366.571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
735,LIN01,5740,4,4,28,7,14,13,CCW3A07,23,93.98,4.302,79.856,30.4573,482.1091,29.3,14125.795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
839,LIN99,5107,1,1,1,7,1,7,CCW3A07,31,119.38,1.488,75.44,34.9114,180.1037,23.7,4268.457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
943,LIN99,5374,2,1,2,7,7,22,CCW3A07,31,116.84,2.003,74.52,39.0194,199.1501,25.8,5138.072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1047,LIN99,5506,3,1,3,7,9,6,CCW3A07,-,111.76,1.761,75.44,39.5062,185.1327,24.1,4461.697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1151,LIN99,5727,4,1,4,7,14,26,CCW3A07,-,119.38,1.495,74.152,38.5,166.1567,23.4,3888.066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1255,MD00,5134,1,3,3,7,2,19,CCW3A07,19,134.62,4.183,76.176,34.7241,519.8574,23.2,12060.691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1359,MD00,5213,2,1,9,7,5,9,CCW3A07,19,134.62,3.433,76.452,39.1544,308.0775,28.5,8780.208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1463,MD00,5312,3,1,17,7,9,4,CCW3A07,20,129.54,2.866,79.488,36.2094,286.0766,27.7,7924.323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1567,MD00,5468,4,5,29,7,15,4,CCW3A07,17,119.38,2.852,76.728,31.6327,307.0853,29.4,9028.308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1671,MD01,5192,1,8,8,7,4,13,CCW3A07,31,116.84,4.655,78.936,33.1992,537.2814,26.1,14023.045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1775,MD01,5382,2,7,15,7,8,23,CCW3A07,31,114.3,4.43,79.488,33.3975,418.4535,31.7,13264.975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1879,MD01,5520,3,2,18,7,9,20,CCW3A07,38,114.3,4.121,79.12,35.6482,456.8904,25.3,11559.326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1983,MD01,5709,4,1,25,7,13,9,CCW3A07,32,111.76,4.03,79.304,36.7162,362.2356,30.3,10975.738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2087,SD00,5168,1,6,6,7,3,16,CCW3A07,32,99.06,3.974,78.568,29.8395,548.8089,24.3,13336.056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2191,SD00,5211,2,1,9,7,5,7,CCW3A07,31,104.14,4.461,78.568,29.0196,754.5894,20.4,15393.623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2295,SD00,5354,3,4,20,7,10,7,CCW3A07,29,104.14,4.354,78.016,31.7716,696.5212,19.7,13721.468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2399,SD00,5499,4,7,31,7,16,18,CCW3A07,32,106.68,2.822,75.808,21.7583,541.099,24,12986.376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2503,SD01,5179,1,7,7,7,3,19,CCW3A07,43,96.52,2.314,75.624,29.5686,223.6271,35,7826.947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2607,SD01,5372,2,6,14,7,6,5,CCW3A07,47,76.2,1.332,66.24,28.58,224.298,14.3,3207.461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2711,SD01,5552,3,4,20,7,9,20,CCW3A07,46,99.06,2.449,73.968,28.6296,226.2862,37.8,8553.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2815,SD01,5787,4,7,31,7,14,22,CCW3A07,42,71.12,1.726,72.864,27.5409,222.9805,28.1,6265.751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,LIN00,5105,1,1,1,8,1,5,CCW3A08,15,99.06,2.809,76.912,27.3818,466.8266,22,10270.186,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
112,LIN00,5255,2,4,12,8,12,2,CCW3A08,17,109.22,3.205,77.648,29.844,430.116,25,10752.901,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
216,LIN00,5353,3,4,20,8,20,8,CCW3A08,18,91.44,3.134,77.464,29.6327,540.3677,19.6,10591.206,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
320,LIN00,5430,4,2,26,8,26,9,CCW3A08,17,99.06,3.333,77.28,32,471.8497,22.1,10427.879,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
424,LIN01,5199,1,8,8,8,4,6,CCW3A08,23,99.06,4.312,80.408,34.9016,392.2533,31.5,12355.979,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
528,LIN01,5373,2,6,14,8,7,21,CCW3A08,23,111.76,4.373,79.672,36.8021,419.8734,28.3,11882.418,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
632,LIN01,5599,3,8,24,8,12,6,CCW3A08,23,88.9,4.756,80.592,36.6217,486.4449,26.7,12988.08,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
736,LIN01,5790,4,7,31,8,16,15,CCW3A08,23,101.6,4.672,79.856,36.6339,502.1346,25.4,12754.22,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
840,LIN99,5108,1,1,1,8,1,8,CCW3A08,31,119.38,1.861,75.808,35.8594,208.709,24.9,5196.855,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
944,LIN99,5381,2,1,2,8,8,24,CCW3A08,31,111.76,2.036,74.888,38.2685,246.6105,21.6,5326.786,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1048,LIN99,5592,3,1,3,8,12,13,CCW3A08,-,106.68,1.485,75.256,40.0481,178.489,20.8,3712.572,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1152,LIN99,5770,4,1,4,8,15,18,CCW3A08,-,109.22,1.804,75.44,38.5271,181.7282,25.8,4688.586,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1256,MD00,5113,1,1,1,8,1,13,CCW3A08,19,127,3.494,76.36,36.5305,365.5193,26.2,9576.606,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1360,MD00,5268,2,5,13,8,7,12,CCW3A08,17,132.08,3.605,76.36,36.8927,477.2434,20.5,9783.49,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1464,MD00,5327,3,2,18,8,9,19,CCW3A08,20,127,3.37,75.808,35.3719,788.2999,12.1,9538.429,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1568,MD00,5465,4,5,29,8,15,1,CCW3A08,17,129.54,4.31,78.66,39.3784,370.2639,29.6,10959.813,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1672,MD01,5144,1,4,4,8,2,9,CCW3A08,29,104.14,4.04,79.12,32.6357,425.3935,29.1,12378.952,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1776,MD01,5383,2,7,15,8,8,22,CCW3A08,31,116.84,4.198,79.488,35.7774,367.8316,31.9,11733.829,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1880,MD01,5589,3,7,23,8,12,16,CCW3A08,31,114.3,4.383,79.856,35.9466,433.9247,28.1,12193.284,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1984,MD01,5735,4,3,27,8,14,18,CCW3A08,29,109.22,3.979,79.856,36.944,401.9203,26.8,10771.465,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2088,SD00,5143,1,4,4,8,2,10,CCW3A08,32,109.22,4.404,79.488,29.9048,702.2267,21,14746.761,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2192,SD00,5242,2,3,11,8,6,15,CCW3A08,31,116.84,4.693,79.304,30.0981,729.5876,21.4,15613.174,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2296,SD00,5409,3,8,24,8,12,4,CCW3A08,31,111.76,4.199,76.912,27.4,697.5431,22,15345.949,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2400,SD00,5459,4,4,28,8,14,6,CCW3A08,33,96.52,2.667,75.624,29.7424,304.4088,29.5,8980.059,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2504,SD01,5130,1,3,3,8,1,30,CCW3A08,47,93.98,2.365,72.496,26.6908,256.0665,34.6,8859.9,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2608,SD01,5338,2,3,11,8,5,22,CCW3A08,46,91.44,2.563,74.888,26.756,208.7159,45.9,9580.06,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2712,SD01,5517,3,2,18,8,8,16,CCW3A08,43,93.98,1.938,71.576,26.8609,213.412,33.8,7213.325,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2816,SD01,5702,4,1,25,8,11,14,CCW3A08,43,101.6,2.079,71.944,22.6928,265.5318,34.5,9160.846,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
9,LIN00,5198,1,8,8,9,8,7,CCW3A09,11,96.52,2.929,76.728,34.3784,384.3372,22.2,8532.286,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,LIN00,5235,2,3,11,9,11,5,CCW3A09,11,99.06,3.168,77.832,32.8023,546.3475,17.7,9670.351,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,LIN00,5316,3,1,17,9,17,8,CCW3A09,10,96.52,2.96,77.648,32.2877,628.667,14.6,9178.538,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,LIN00,5434,4,2,26,9,26,5,CCW3A09,11,88.9,2.809,76.912,33.0186,396.1352,21.5,8516.906,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,LIN01,5181,1,7,7,9,4,24,CCW3A09,18,88.9,4.81,80.96,35.9073,443.5891,30.2,13396.39,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,LIN01,5324,2,2,10,9,5,24,CCW3A09,18,93.98,5.204,80.96,35.8736,523.684,27.7,14506.048,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,LIN01,5544,3,4,20,9,10,9,CCW3A09,18,88.9,5.096,80.592,35.2977,440.8482,32.75,14437.78,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,LIN01,5727,4,3,27,9,14,26,CCW3A09,18,86.36,4.941,81.512,35.0494,536.0674,26.3,14098.573,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,LIN99,5109,1,1,1,9,1,9,CCW3A09,25,116.84,2.332,75.44,36.1902,205.2503,26.3,5398.083,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
945,LIN99,5396,2,1,2,9,8,9,CCW3A09,27,109.22,1.169,75.44,38.4321,125.3468,24.3,3045.927,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1049,LIN99,5536,3,1,3,9,10,17,CCW3A09,-,111.76,2.265,75.256,34.646,238.831,27.4,6543.97,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1153,LIN99,5747,4,1,4,9,14,6,CCW3A09,-,116.84,2.426,74.704,35.4926,251.5731,27.2,6842.788,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1257,MD00,5132,1,3,3,9,2,21,CCW3A09,15,124.46,4.24,74.612,32.4219,681.9528,19.2,13093.493,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1361,MD00,5297,2,8,16,9,8,12,CCW3A09,15,129.54,4.005,74.336,40.0883,353.4322,28.3,10002.13,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1465,MD00,5402,3,8,24,9,12,11,CCW3A09,17,121.92,3.084,74.152,34.3649,303.5782,29.6,8985.916,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1569,MD00,5481,4,6,30,9,15,17,CCW3A09,16,114.3,3.575,75.164,39.7237,296.3827,30.4,9010.034,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1673,MD01,5110,1,1,1,9,1,10,CCW3A09,21,91.44,4.84,79.12,35.8638,574.342,23.5,13497.037,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1777,MD01,5347,2,4,12,9,6,6,CCW3A09,22,96.52,4.733,78.752,38.191,430.3038,28.8,12392.75,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1881,MD01,5528,3,3,19,9,10,25,CCW3A09,29,104.14,4.376,78.016,33.8171,381.7468,33.9,12941.217,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,MD01,5726,4,2,26,9,13,26,CCW3A09,22,99.06,3.875,78.936,38.5987,330.2484,30.4,10039.551,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2089,SD00,5101,1,1,1,9,1,1,CCW3A09,29,101.6,4.881,78.2,33.4522,635.2545,23,14610.853,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2193,SD00,5304,2,8,16,9,8,5,CCW3A09,28,106.68,4.287,78.016,31.4774,685.2251,19.9,13635.979,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2297,SD00,5347,3,3,19,9,10,14,CCW3A09,29,101.6,4.421,79.304,33.7696,642.5901,20.4,13108.837,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2401,SD00,5448,4,3,27,9,14,17,CCW3A09,29,86.36,2.523,75.992,28.3963,409.9704,21.7,8896.359,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2505,SD01,5162,1,5,5,9,3,2,CCW3A09,42,88.9,1.901,72.496,24.854,279.0845,27.4,7646.914,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2609,SD01,5393,2,8,16,9,7,17,CCW3A09,42,91.44,2.075,74.888,29.5993,240.1347,29.2,7011.934,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2713,SD01,5537,3,3,19,9,9,5,CCW3A09,42,88.9,2.065,73.048,25.085,280.0533,29.4,8233.566,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2817,SD01,5764,4,5,29,9,13,16,CCW3A09,42,86.36,2.18,74.704,29.0712,232.1367,32.3,7498.014,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,LIN00,5124,1,2,2,10,2,3,CCW3A10,10,96.52,3.786,77.096,30.0876,580.6462,21.7,12600.022,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,LIN00,5224,2,2,10,10,10,7,CCW3A10,11,96.52,3.158,76.544,28.0262,422.5581,26.7,11282.301,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
